"Input Order","Search Term","Human GeneID","HGNCID","Human Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene2FunctionDetails"
"494","MRPL38","64978","14033","MRPL38","Fly","34683","FBgn0032453","CG6180","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","CG6180 details"
"495","MRPL39","54148","14027","MRPL39","Fly","39627","FBgn0036462","mRpL39","13","12.77","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","mRpL39 details"
"496","MRPL40","64976","14491","MRPL40","Fly","41364","FBgn0037892","mRpL40","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL40 details"
"497","MRPL41","64975","14492","MRPL41","Fly","36688","FBgn0034001","mRpL41","11","10.74","high","Yes","Yes","Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL41 details"
"498","MRPL42","28977","14493","MRPL42","Fly","36050","FBgn0033480","mRpL42","11","10.86","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL42 details"
"499","MRPL43","84545","14517","MRPL43","Fly","37750","FBgn0034893","mRpL43","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL43 details"
"500","MRPL44","65080","16650","MRPL44","Fly","40656","FBgn0037330","mRpL44","13","12.89","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam","","Add","mRpL44 details"
"501","MRPL45","84311","16651","MRPL45","Fly","42671","FBgn0263863","mRpL45","13","12.71","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","mRpL45 details"
"502","MRPL46","26589","1192","MRPL46","Fly","38230","FBgn0035272","mRpL46","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL46 details"
"503","MRPL47","57129","16652","MRPL47","Fly","41141","FBgn0014023","mRpL47","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL47 details"
"504","MRPL48","51642","16653","MRPL48","Fly","33348","FBgn0031357","mRpL48","12","11.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL48 details"
"505","MRPL51","51258","14044","MRPL51","Fly","34186","FBgn0032053","mRpL51","12","11.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL51 details"
"506","MRPL52","122704","16655","MRPL52","Fly","35711","FBgn0033208","mRpL52","13","12.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL52 details"
"507","MRPL53","116540","16684","MRPL53","Fly","3772367","FBgn0050481","mRpL53","8","7.9","high","Yes","Yes","Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL53 details"
"508","MRPL54","116541","16685","MRPL54","Fly","37389","FBgn0034579","mRpL54","12","11.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL54 details"
"509","MRPL57","78988","14514","MRPL57","Fly","31145","FBgn0026089","CG14817","9","8.92","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam","","Add","CG14817 details"
"510","MRPL58","3396","5359","MRPL58","Fly","34446","FBgn0032261","CG6094","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG6094 details"
"511","MRPL9","65005","14277","MRPL9","Fly","41859","FBgn0038319","mRpL9","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpL9 details"
"512","MRPS10","55173","14502","MRPS10","Fly","41838","FBgn0038307","mRpS10","11","10.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","mRpS10 details"
"513","MRPS11","64963","14050","MRPS11","Fly","42061","FBgn0038474","mRpS11","12","11.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS11 details"
"513","MRPS11","64963","14050","MRPS11","Fly","47219","FBgn0004404","RpS14b","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","RpS14b details"
"513","MRPS11","64963","14050","MRPS11","Fly","47218","FBgn0004403","RpS14a","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","RpS14a details"
"514","MRPS14","63931","14049","MRPS14","Fly","117414","FBgn0044030","mRpS14","13","12.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS14 details"
"515","MRPS15","64960","14504","MRPS15","Fly","37587","FBgn0026261","bonsai","11","10.74","high","Yes","Yes","Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","bonsai details"
"516","MRPS16","51021","14048","MRPS16","Fly","36570","FBgn0033907","mRpS16","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS16 details"
"517","MRPS18B","28973","14516","MRPS18B","Fly","35299","FBgn0032849","mRpS18B","11","10.79","high","Yes","Yes","Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS18B details"
"518","MRPS2","51116","14495","MRPS2","Fly","33688","FBgn0031639","mRpS2","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS2 details"
"519","MRPS21","54460","14046","MRPS21","Fly","318249","FBgn0044511","mRpS21","13","12.87","high","Yes","Yes","eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS21 details"
"520","MRPS22","56945","14508","MRPS22","Fly","43345","FBgn0039555","mRpS22","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS22 details"
"521","MRPS23","51649","14509","MRPS23","Fly","318977","FBgn0260407","mRpS23","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS23 details"
"522","MRPS25","64432","14511","MRPS25","Fly","32395","FBgn0030572","mRpS25","13","12.77","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","mRpS25 details"
"523","MRPS26","64949","14045","MRPS26","Fly","40001","FBgn0036774","mRpS26","11","10.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS26 details"
"524","MRPS27","23107","14512","MRPS27","Fly","37787","FBgn0025336","CG4882","9","8.84","high","Yes","Yes","Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, Panther, Phylome, RoundUp, TreeFam","","Add","CG4882 details"
"525","MRPS28","28957","14513","MRPS28","Fly","37136","FBgn0034361","mRpS28","12","11.76","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","mRpS28 details"
"526","MRPS31","10240","16632","MRPS31","Fly","39749","FBgn0036557","mRpS31","12","11.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS31 details"
"527","MRPS34","65993","16618","MRPS34","Fly","39809","FBgn0285951","mRpS34","9","8.84","high","Yes","Yes","Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS34 details"
"528","MRPS35","60488","16635","MRPS35","Fly","38345","FBgn0035374","mRpS35","13","12.9","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS35 details"
"529","MRPS36","92259","16631","MRPS36","Fly","36795","FBgn0265178","CG44243","1","1.01","low","Yes","No","OrthoDB","","Add","CG44243 details"
"530","MRPS5","64969","14498","MRPS5","Fly","3355089","FBgn0044510","mRpS5","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS5 details"
"531","MRPS6","64968","14051","MRPS6","Fly","38535","FBgn0035534","mRpS6","11","10.86","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS6 details"
"532","MRPS7","51081","14499","MRPS7","Fly","34412","FBgn0032236","mRpS7","13","12.77","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","mRpS7 details"
"533","MRPS9","64965","14501","MRPS9","Fly","40932","FBgn0037529","mRpS9","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mRpS9 details"
"534","MTCH2","23788","17587","MTCH2","Fly","38026","FBgn0027786","Mtch","15","14.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Mtch details"
"534","MTCH2","23788","17587","MTCH2","Fly","31688","FBgn0029963","CG10920","10","9.76","moderate","No","Yes","Compara, eggNOG, Hieranoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam","","Add","CG10920 details"
"535","MTERF1","7978","21463","MTERF1","Fly","34837","FBgn0028530","mTTF","2","2.03","high","Yes","Yes","Compara, Panther","","Add","mTTF details"
"535","MTERF1","7978","21463","MTERF1","Fly","40279","FBgn0037008","mTerf3","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","mTerf3 details"
"536","MTERF3","51001","24258","MTERF3","Fly","40279","FBgn0037008","mTerf3","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mTerf3 details"
"537","MTERF4","130916","28785","MTERF4","Fly","33422","FBgn0031419","CG15390","11","10.75","high","Yes","Yes","Compara, eggNOG, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG15390 details"
"538","MTFP1","51537","26945","MTFP1","Fly","32776","FBgn0030883","CG7772","13","12.77","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","CG7772 details"
"538","MTFP1","51537","26945","MTFP1","Fly","38074","FBgn0035146","CG13893","2","1.94","low","No","No","Compara, OMA","","Add","CG13893 details"
"538","MTFR1","9650","29510","MTFR1","","none found","","","","","","","","","","",""
"538","MTFR1L","56181","28836","MTFR1L","","none found","","","","","","","","","","",""
"539","MTG1","92170","32159","MTG1","Fly","42697","FBgn0039020","CG17141","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG17141 details"
"540","MTHFD1L","25902","21055","MTHFD1L","Fly","41279","FBgn0020385","pug","7","6.78","moderate","Yes","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam","","Add","pug details"
"541","MTHFD2","10797","7434","MTHFD2","Fly","47895","FBgn0010222","Nmdmc","14","13.82","high","Yes","Yes","eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Nmdmc details"
"541","MTHFD2","10797","7434","MTHFD2","Fly","41279","FBgn0020385","pug","2","1.83","low","No","No","Compara, orthoMCL","","Add","pug details"
"542","MTIF2","4528","7441","MTIF2","Fly","43382","FBgn0039588","mIF2","15","14.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","mIF2 details"
"542","MTIF2","4528","7441","MTIF2","Fly","44261","FBgn0026259","eIF5B","2","1.91","low","No","No","eggNOG, OrthoDB","","Add","eIF5B details"
"543","MTIF3","219402","29788","MTIF3","Fly","36335","FBgn0033712","mIF3","5","5.02","high","Yes","Yes","OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome","","Add","mIF3 details"
"544","MTPAP","55149","25532","MTPAP","Fly","31081","FBgn0024360","MTPAP","12","11.86","high","Yes","Yes","eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","MTPAP details"
"544","MTPAP","55149","25532","MTPAP","Fly","40847","FBgn0037470","Tailor","3","2.87","moderate","No","Yes","eggNOG, OrthoDB, TreeFam","","Add","Tailor details"
"544","MTPAP","55149","25532","MTPAP","Fly","38955","FBgn0035889","mkg-p","2","1.86","low","No","No","eggNOG, TreeFam","","Add","mkg-p details"
"545","MTX1","4580","7504","MTX1","Fly","41152","FBgn0037710","CG9393","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG9393 details"
"545","MTX1","4580","7504","MTX1","Fly","40178","FBgn0036920","CG8004","3","3.04","low","No","No","OrthoDB, OrthoFinder, RoundUp","","Add","CG8004 details"
"545","MTX1","4580","7504","MTX1","Fly","32450","FBgn0030620","CG5662","2","2.01","low","No","No","OrthoDB, OrthoFinder","","Add","CG5662 details"
"546","MTX2","10651","7506","MTX2","Fly","40178","FBgn0036920","CG8004","14","13.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","CG8004 details"
"546","MTX2","10651","7506","MTX2","Fly","32450","FBgn0030620","CG5662","12","11.76","moderate","No","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam","","Add","CG5662 details"
"546","MTX2","10651","7506","MTX2","Fly","41152","FBgn0037710","CG9393","3","3.04","low","No","No","OrthoDB, OrthoFinder, RoundUp","","Add","CG9393 details"
"547","MTX3","345778","24812","MTX3","Fly","41152","FBgn0037710","CG9393","11","10.89","moderate","Yes","No","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam","","Add","CG9393 details"
"547","MTX3","345778","24812","MTX3","Fly","40178","FBgn0036920","CG8004","3","3.04","low","No","No","OrthoDB, OrthoFinder, RoundUp","","Add","CG8004 details"
"547","MTX3","345778","24812","MTX3","Fly","32450","FBgn0030620","CG5662","2","2.01","low","No","No","OrthoDB, OrthoFinder","","Add","CG5662 details"
"548","MUL1","79594","25762","MUL1","Fly","38472","FBgn0035483","Mul1","13","12.8","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Mul1 details"
"548","MUT","4594","7526","MMUT","","none found","","","","","","","","","","",""
"549","MXD1","4084","6761","MXD1","Fly","40095","FBgn0017578","Max","1","0.9","low","Yes","No","eggNOG","","Add","Max details"
"549","MXD1","4084","6761","MXD1","Fly","31310","FBgn0262656","Myc","1","0.9","low","Yes","No","eggNOG","","Add","Myc details"
"549","MXD1","4084","6761","MXD1","Fly","31331","FBgn0023215","Mnt","1","0.9","low","Yes","No","eggNOG","","Add","Mnt details"
"549","MXRA5","25878","7539","MXRA5","","none found","","","","","","","","","","",""
"550","MYBPH","4608","7552","MYBPH","Fly","38384","FBgn0035410","CG14964","2","1.91","high","Yes","Yes","OrthoFinder, Phylome","","Add","CG14964 details"
"551","MYCBP","26292","7554","MYCBP","Fly","41526","FBgn0038043","CG17202","7","6.85","high","Yes","Yes","eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp","","Add","CG17202 details"
"552","MYD88","4615","7562","MYD88","Fly","35956","FBgn0033402","Myd88","12","11.79","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","Myd88 details"
"553","MYH10","4628","7568","MYH10","Fly","38001","FBgn0265434","zip","13","12.81","high","Yes","Yes","eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","zip details"
"553","MYH10","4628","7568","MYH10","Fly","35680","FBgn0261397","didum","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL","","Add","didum details"
"553","MYH10","4628","7568","MYH10","Fly","35007","FBgn0264695","Mhc","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL","","Add","Mhc details"
"553","MYH10","4628","7568","MYH10","Fly","39002","FBgn0003149","Prm","2","1.8","low","No","No","eggNOG, orthoMCL","","Add","Prm details"
"554","MYL3","4634","7584","MYL3","Fly","31474","FBgn0004687","Mlc-c","10","9.91","moderate","Yes","No","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome","","Add","Mlc-c details"
"554","MYL3","4634","7584","MYL3","Fly","43323","FBgn0002772","Mlc1","4","3.92","moderate","No","Yes","eggNOG, OrthoDB, Panther, Phylome","","Add","Mlc1 details"
"554","MYL3","4634","7584","MYL3","Fly","33411","FBgn0031410","CG17237","3","2.93","low","No","No","Compara, eggNOG, Panther","","Add","CG17237 details"
"554","MYL3","4634","7584","MYL3","Fly","31471","FBgn0085464","CG34435","2","2","low","No","No","eggNOG, Panther","","Add","CG34435 details"
"554","MYMX","101929726","52391","MYMX","","none found","","","","","","","","","","",""
"555","MYO19","80179","26234","MYO19","Fly","35680","FBgn0261397","didum","3","2.91","moderate","Yes","No","eggNOG, OrthoDB, OrthoFinder","","Add","didum details"
"555","MYO19","80179","26234","MYO19","Fly","34179","FBgn0262029","d","2","1.91","moderate","No","Yes","eggNOG, OrthoDB","","Add","d details"
"556","MYOM2","9172","7614","MYOM2","Fly","43814","FBgn0005666","bt","1","1.1","low","Yes","No","Panther","","Add","bt details"
"556","MYOM2","9172","7614","MYOM2","Fly","34987","FBgn0259735","mtgo","1","0.93","low","Yes","No","Compara","","Add","mtgo details"
"556","MYOM2","9172","7614","MYOM2","Fly","44129","FBgn0029082","hbs","1","0.91","low","Yes","No","Phylome","","Add","hbs details"
"556","MYOM2","9172","7614","MYOM2","Fly","44097","FBgn0024189","sns","1","0.91","low","Yes","No","Phylome","","Add","sns details"
"557","MYORG","57462","19918","MYORG","Fly","43072","FBgn0261575","tobi","14","13.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","tobi details"
"557","MYORG","57462","19918","MYORG","Fly","31491","FBgn0053080","CG33080","4","3.76","moderate","No","Yes","eggNOG, Isobase, OrthoDB, orthoMCL","","Add","CG33080 details"
"557","MYORG","57462","19918","MYORG","Fly","49953","FBgn0027588","GCS2alpha","2","1.83","low","No","No","Compara, eggNOG","","Add","GCS2alpha details"
"558","NACC2","138151","23846","NACC2","Fly","32224","FBgn0030417","CG15725","1","1.1","low","Yes","Yes","Panther","","Add","CG15725 details"
"558","NACC2","138151","23846","NACC2","Fly","44254","FBgn0025525","bab2","1","1.05","low","Yes","No","Inparanoid","","Add","bab2 details"
"558","NACC2","138151","23846","NACC2","Fly","38116","FBgn0004870","bab1","1","1.05","low","Yes","No","Inparanoid","","Add","bab1 details"
"558","NACC2","138151","23846","NACC2","Fly","42638","FBgn0085405","CG34376","1","1.05","low","Yes","Yes","Inparanoid","","Add","CG34376 details"
"558","NACC2","138151","23846","NACC2","Fly","2768981","FBgn0013263","Trl","1","1.05","low","Yes","No","Inparanoid","","Add","Trl details"
"558","NACC2","138151","23846","NACC2","Fly","326152","FBgn0031375","erm","1","0.93","low","Yes","No","Compara","","Add","erm details"
"559","NADK2","133686","26404","NADK2","Fly","35918","FBgn0033373","CG8080","12","11.87","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam","","Add","CG8080 details"
"559","NAGS","162417","17996","NAGS","","none found","","","","","","","","","","",""
"560","NARS2","79731","26274","NARS2","Fly","36909","FBgn0034177","AsnRS-m","15","14.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","AsnRS-m details"
"560","NARS2","79731","26274","NARS2","Fly","35194","FBgn0086443","AsnRS","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL","","Add","AsnRS details"
"561","NAT14","57106","28918","NAT14","Fly","41176","FBgn0037731","CG18542","1","1.1","low","Yes","Yes","Panther","","Add","CG18542 details"
"562","NAT8L","339983","26742","NAT8L","Fly","39142","FBgn0036039","Naa60","1","0.9","low","Yes","No","eggNOG","","Add","Naa60 details"
"562","NAT8L","339983","26742","NAT8L","Fly","31079","FBgn0024362","Naa30A","1","0.9","low","Yes","No","eggNOG","","Add","Naa30A details"
"562","NAT8L","339983","26742","NAT8L","Fly","44724","FBgn0024188","san","1","0.9","low","Yes","No","eggNOG","","Add","san details"
"562","NAT8L","339983","26742","NAT8L","Fly","318982","FBgn0051851","Naa20B","1","0.9","low","Yes","No","eggNOG","","Add","Naa20B details"
"562","NAT8L","339983","26742","NAT8L","Fly","32962","FBgn0031043","Naa20A","1","0.9","low","Yes","No","eggNOG","","Add","Naa20A details"
"562","NAT8L","339983","26742","NAT8L","Fly","39175","FBgn0263251","vnc","1","0.9","low","Yes","No","eggNOG","","Add","vnc details"
"562","NAT8L","339983","26742","NAT8L","Fly","35113","FBgn0032691","Atac2","1","0.9","low","Yes","No","eggNOG","","Add","Atac2 details"
"562","NAT8L","339983","26742","NAT8L","Fly","318920","FBgn0051730","CG31730","1","0.9","low","Yes","No","eggNOG","","Add","CG31730 details"
"562","NAT8L","339983","26742","NAT8L","Fly","317976","FBgn0052319","Naa30B","1","0.9","low","Yes","No","eggNOG","","Add","Naa30B details"
"563","NDUFA1","4694","7683","NDUFA1","Fly","5740593","FBgn0085468","ND-MWFE","5","5","high","Yes","Yes","Compara, OrthoDB, OrthoFinder, Panther, TreeFam","","Add","ND-MWFE details"
"564","NDUFA10","4705","7684","NDUFA10","Fly","42591","FBgn0019957","ND-42","14","13.74","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","ND-42 details"
"565","NDUFA11","126328","20371","NDUFA11","Fly","37385","FBgn0034576","ND-B14.7","11","10.89","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam","","Add","ND-B14.7 details"
"566","NDUFA12","55967","23987","NDUFA12","Fly","33443","FBgn0031436","ND-B17.2","15","14.75","high","Yes","Yes","Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","ND-B17.2 details"
"567","NDUFA13","51079","17194","NDUFA13","Fly","31578","FBgn0029868","ND-B16.6","11","10.97","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam","","Add","ND-B16.6 details"
"568","NDUFA4","4697","7687","NDUFA4","Fly","317928","FBgn0052230","ND-MLRQ","12","11.87","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam","","Add","ND-MLRQ details"
"569","NDUFA4L2","56901","29836","NDUFA4L2","Fly","317928","FBgn0052230","ND-MLRQ","9","8.93","moderate","Yes","No","eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam","","Add","ND-MLRQ details"
